1,0400111,621538751.53100
1,0400184,833498995.35300
1,0400103,544871179.95500
1,0400105,444536350.08500
1,0400178,470943722.92200
1,0400139,605469409.90300
1,0400156,804116020.52800
1,0400133,474260045.88300
1,0400152,624711070.79300
1,0400158,357355178.93800
1,0400154,1023886786.36000
1,0400180,492771876.03700
1,0400176,536622569.84400
1,0400151,118779216.49500
1,0400141,418816458.64500
1,0400113,812773442.47900
1,0400170,96405013.03850
1,0400116,298961221.26000
1,0400125,203800400.55600
1,0400117,217077388.68100
1,0400145,415344836.41700
1,0400102,548220414.47700
1,0400159,1106655905.93000
1,0400182,844149149.41300
1,0400137,2025608223.50000
1,0400109,1874271989.93000
1,0400161,439367468.52100
1,0400112,2201249325.91000
1,0400148,1593333622.66000
1,0400149,847654236.76100
1,0400135,346544460.33100
1,0400127,327916073.95200
1,0400146,346810283.91000
1,0400186,1004542334.81000
1,0400131,944876926.41400
1,0400165,294489529.72800
1,0400188,10139712.07790
1,0400119,210855464.61900
1,0400129,719739426.48600
1,0400110,307034549.33700
1,0400123,210643767.98200
1,0400122,236202819.06100
1,0400174,829424343.95100
1,0400167,623755765.54500
1,0400143,741958961.54300
2,0400364,16748631.24550
2,0400316,5850266.39776
2,0400319,1054328.90015
2,0400317,860803.48860
2,0400315,1223092.44979
2,0400306,172502824.33100
2,0400304,22508452.40660
2,0400303,21718005.33900
2,0400344,8605326.68651
2,0400355,4919866.24985
2,0400357,6280169.97090
2,0400335,3237893.11112
2,0400352,8119721.04999
2,0400350,619737.26004
2,0400341,1447431.46340
2,0400348,2334700.04093
2,0400336,1287827.73286
2,0400339,1207243.55119
2,0400346,1296130.41882
2,0400338,1279328.43916
2,0400337,1239151.11803
2,0400356,1336823.39414
2,0400342,10879654.98910
2,0400334,26607864.72990
2,0400340,78375960.75970
2,0400349,79798783.92910
2,0400321,26136431.42060
2,0400322,103189854.85700
3,0400326,13414.44977
2,0400351,58619791.88220
3,0400345,11385.04587
2,0400323,9812495.05375
2,0400309,4634907.70147
2,0400325,41230990.81200
2,0400308,15488397.03970
2,0400307,8754516.35178
2,0400305,182712235.79300
2,0400311,47112011.71230
2,0400310,81430210.62440
3,0400360,31385.88608
2,0400302,263055178.26200
2,0400301,125661613.50000
2,0400332,475395924.94400
2,0400358,1137239300.34000
2,0400328,280746302.09300
2,0400324,597449182.60300
2,0400327,508337301.37800
2,0400313,310397838.83900
2,0400362,446404175.68800
2,0400329,1465886146.81000
2,0400363,747482214.34200
2,0400359,995006946.13100
2,0400333,701148726.76100
2,0400312,1025164617.55000
2,0400361,1145591602.43000
2,0400331,1063625746.20000
2,0400330,887458397.29700
2,0400320,1720713165.83000
2,0400318,1919405.35697
2,0400314,3185976.27410
2,0400347,1273237.76007
2,0400354,4935349.69747
2,0400353,2453874.41374
2,0400343,2819822.85616
1,0400540,35766227.34160
1,0400555,349032.46759
1,0400557,1404414152.10000
1,0400563,649191159.67500
4,0400566,121879.64392
1,0400568,680703552.93700
1,0400581,54424724.32380
1,0400584,57611735.42760
1,0400587,50778924.58760
1,0400592,132631762.01000
1,0400583,49593525.61340
4,0400599,471155.48323
1,0400572,505314.60206
1,0400595,4897777.23210
1,0400573,12231420.98210
1,0400574,22029031.17420
1,0400571,974743973.33000
4,0400598,2808.17850
1,0400590,799802581.80500
1,0400561,412745692.11900
4,0400564,329970.13072
4,0400560,276981.66758
1,0400582,103729366.11400
1,0400579,1282486694.08000
1,0400585,293433350.61000
1,0400588,439962685.19300
1,0400589,760055747.83000
1,0400565,1334567820.06000
1,0400567,731084770.57700
1,0400570,250465133.31300
1,0400593,531883830.27000
1,0400548,761554365.90400
1,0400544,1128422017.32000
1,0400591,436200323.12200
1,0400532,7929326.71001
1,0400531,17897988.67670
1,0400597,3007290346.62000
1,0400575,1630651828.82000
4,0400558,349593.71021
1,0400559,128651897.64900
1,0400543,2571784112.23000
1,0400596,115424649.29900
1,0400594,297758184.84800
1,0400542,1710232872.35000
1,0400547,1010577613.91000
4,0400553,739883.63722
1,0400586,18443019.78170
1,0400569,1337263196.58000
1,0400550,165846758.97100
1,0400525,293470.14098
1,0400524,38023903.19420
1,0400530,1795658.99589
1,0400517,2221906.75049
1,0400529,1480213.01069
1,0400522,507426.09381
1,0400516,2794857.52927
1,0400527,739971.42971
1,0400510,1587838.47059
1,0400509,1694959.83689
1,0400521,985945.57080
1,0400528,7984283.84645
1,0400562,22374309.29860
1,0400554,301288133.26000
1,0400580,223701451.27100
4,0400541,710247.92309
1,0400520,13743138.41710
1,0400518,1261731.67306
1,0400507,18980194.08110
1,0400519,13864752.83600
1,0400508,2967934.77110
1,0400552,1009774308.70000
1,0400523,5584616.96698
1,0400505,3440263.38519
1,0400556,1268043858.54000
1,0400504,7689499.84413
1,0400513,615524.41392
1,0400526,190212.09724
1,0400502,1145300.78243
1,0400514,2643299.69117
1,0400506,3679783.91122
1,0400511,1615323.11172
1,0400515,1446249.75001
1,0400512,2373175.19433
1,0400501,2876464.80791
1,0400503,661859.69971
4,0400736,311839385.18700
4,0400735,155794026.81800
4,0400729,1172539.72767
4,0400733,114866303.83100
4,0400734,191810884.50600
4,0400730,3801022.08327
4,0400727,108562088.73800
4,0400731,1833932.31006
4,0400728,5796009.74137
4,0400732,96091659.51800
4,0400739,459606019.93000
4,0400737,232715765.14200
4,0400738,1107828977.00000
4,0400725,858715041.84200
1,0400721,861220.30823
1,0400720,3930859.78676
1,0400714,1543844.41143
1,0400740,50580212.69560
1,0400711,1161162028.02000
1,0400716,1519186.57355
1,0400722,414296989.29400
1,0400717,12245819.16350
1,0400715,6333749.69059
1,0400712,88842974.92850
1,0400706,2855122.81775
1,0400708,127742363.21400
1,0400705,279981.76136
1,0400704,840810.79396
1,0400703,325725.88322
4,0400724,1063508714.54000
4,0400723,466211.82837
4,0400713,93943.23352
1,0400718,7171625.51504
1,0400709,3142137.79839
1,0400702,991199.69167
1,0400707,28342332.95200
4,0400701,156347.64319
1,0400710,2592338041.42000
4,0400726,585838981.37400
1,0400919,67251750.10780
1,0400911,960503585.95100
2,0400913,209603.09524
1,0400910,521536098.19200
2,0400912,374334.92232
1,0400917,332118132.01600
1,0400908,33944353.97460
1,0400909,1191535556.97000
1,0400915,2830738.13133
1,0400916,3436865088.56000
1,0400906,178571310.76600
1,0400907,16921232.28600
1,0400918,6691627.40555
1,0400904,1790330.37113
1,0400905,3244851.59997
1,0400903,110257252.46300
1,0400902,124842683.50000
2,0400901,198062.05767
1,0400914,82001074.42110
2,040118,158.59790
1,040117,331092997.81000
1,040116,3381597.16628
1,040115,117221585.60300
1,040114,365901597.57100
1,040113,215649734.07500
1,040112,1831724375.24000
1,040111,1104751873.20000
4,0401262,1080215585.91000
4,0401255,1686344370.94000
4,0401258,599221440.78200
4,0401252,860726724.47200
4,0401251,145730358.33600
4,0401253,54623172.61130
4,0401254,885629660.83100
4,0401260,1907916250.46000
4,0401259,482619239.65200
4,0401257,2852307328.37000
4,0401256,300419638.04300
4,0401263,865527346.72800
3,04013620,154327580.12200
3,0401378,449881855.50900
3,040131023,7155022.41645
6,040131059,5218889.21922
6,04013744,9214254.33713
4,040131142,260495313.98000
6,040131026,12630237.81340
6,040131085,14375904.47900
6,040131086,10467548.09540
6,04013987b,43931568.63320
6,040131005,21372537.97120
6,04013316b,10256127.60290
6,04013275b,5085674.71015
3,040131134,4458114.77419
4,040131107,9167.58935
4,04013951,45002623.27330
8,040131019,341351.34006
4,04013224,215442.76523
4,040131009,621076434.65900
8,04013486,126245.16821
8,04013322,167967433.08600
8,040131044,10130498.29780
3,04013330b,7720762.56142
3,040131105,13670451.66720
6,040131040,4180751.73050
6,040131137,6757517.89783
6,040131010,1728104.14094
6,04013903b,11528978.89700
6,040131021,6926639.29649
6,040131138,16929796.40290
6,040131039,11916484.49510
6,04013520b,5506087.59947
8,040131036,4884627.88299
8,040131066,7139283.42839
8,04013231b,7026846.84890
8,040131104,76207.74146
8,04013861b,7270954.53248
8,040131011,2547.25807
6,040131092,1543872.70746
6,04013854b,2369607.80503
8,04013986b,9275331.05806
8,040131031,5007470.56623
8,040131109,2523660.85499
8,040131111,3605047.39304
8,040131017,149.94252
8,04013420b,20145.58735
8,040131018,920451.53829
8,040131037,3086804.70882
8,040131050,9399426.42998
8,040131106,26990329.18300
8,040131062,25655551.89430
8,04013672,2435365.95707
8,040131045,3846188.43809
8,04013239b,23295408.67440
8,040131101,18291842.50960
8,040131079,6495872.07224
8,040131080,3869144.05682
8,04013388b,2661994.29572
8,04013853b,7975193.64751
8,040131102,2190254.43344
8,040131035,1444914.49463
8,040131100,26524238.55740
8,04013728b,3867468.95872
8,040131047,2559492.28624
8,04013519b,1836450.60054
8,040131136,2573123.61126
8,040131064,1651702.07730
5,04013625b,6257678.49612
5,040131114,4744120.46091
5,04013746b,6629003.28657
5,040131115,5293164.30912
5,040131068,1948516.58661
5,040131038,1298375.28474
5,040131041,3793836.23885
5,04013724b,1215762.23005
5,0401319b,1924413.21423
5,040131028,4972364.41559
5,040131122,2770741.49612
5,040131120,5172683.91872
5,04013805b,5192721.95957
5,040131058,2577391.45994
5,040131121,2576989.54312
5,04013759b,5276213.73111
5,04013419b,6251248.93557
5,040131119,4096468.64756
5,040131024,3616199.65740
5,040131116,3311369.12487
5,040131140,2740248.34458
5,040131118,2542156.12701
5,04013774b,7654787.95347
5,040131007,3663626.58326
5,040131006,1956963.13851
5,040131012,2541295.39192
9,04013489b,36745.78047
9,04013272b,1831009.86834
9,040131093,2159710.98234
9,040131051,74.95428
5,040131065,1708399.54503
9,040131020,7930.04588
5,040131070,1946945.07927
5,040131052,4484918.99912
5,040131071,2569455.79322
5,040131027,2976198.63354
5,040131131,2436295.85390
5,04013640b,2580306.70741
5,04013573b,3305220.44712
5,040131072,8108141.85111
5,04013682b,3890767.44642
5,040131073,7865174.51917
5,040131043,2551078.77257
5,04013792b,2578908.20472
5,040131032,2577924.66805
5,04013273b,5146837.75729
5,040131067,7613119.19028
5,04013615b,5133677.75550
5,040131008,5304240.05087
5,04013764b,2462604.47448
5,040131074,8093367.50358
5,040131075,13067534.79170
5,040131061,18406498.68600
5,04013701b,8727002.97728
5,040131088,5567842.92695
5,040131087,2859076.86737
5,040131053,2893188.45860
5,0401321b,4872442.35042
5,040131054,4729988.25881
5,040131055,2550227.81354
6,04013287b,2902760.00249
6,040131083,6386047.79092
8,04013808b,2029.31498
6,040131084,7369244.42554
6,040131060,8880132.06834
8,0401397,2311697.99532
8,0401316,2447266.73165
